id,session_id,platform,title,price,url,image_url,is_filtered_out
64,2,yahoo,【O-ONE】軍功II防摔殼-掛繩殼 Apple iPhone XS Max 防摔可調式斜背掛繩手機殼 手機套,490,https://tw.buy.yahoo.com/gdsale/O-one-Apple-iPhone-XS-Max-可調式掛繩手機殼-斜背式手機殼-手機套-9542098.html,https://s.yimg.com/zp/MerchandiseImages/3652a963f7-Gd-9542098.jpg,0
65,2,yahoo,【O-ONE】軍功II防摔殼-掛繩殼 Apple iPhone 11 Pro Max 防摔可調式斜背掛繩手機殼 手機套,490,https://tw.buy.yahoo.com/gdsale/O-one-Apple-iPhone-11-Pro-Max-可調式掛繩手機殼-斜背式手機殼-手機套-9542114.html,https://s.yimg.com/zp/MerchandiseImages/8bbd57aea0-Gd-9542114.jpg,0
66,2,yahoo,【O-ONE】軍功II防摔殼-掛繩殼 Apple iPhone 11 防摔可調式斜背掛繩手機殼 手機套,490,https://tw.buy.yahoo.com/gdsale/O-one-Apple-iPhone-11-可調式掛繩手機殼-斜背式手機殼-手機套-9542117.html,https://s.yimg.com/zp/MerchandiseImages/4b5993b138-Gd-9542117.jpg,0
67,2,yahoo,【O-ONE】軍功II防摔殼-掛繩殼 Apple iPhone 7 Plus/8 Plus/7+/8+共用版 防摔可調式斜背掛繩手機殼 手機套,490,https://tw.buy.yahoo.com/gdsale/O-one-Apple-iPhone-7-8-Plus-7-8-可調式掛繩手機殼-斜背式手機殼-手機-9542095.html,https://s.yimg.com/zp/MerchandiseImages/1630de7ffd-Gd-9542095.jpg,0
68,2,yahoo,【O-ONE】軍功II防摔殼-升級版掛繩殼 Apple iPhone 11 防摔可調式斜背掛繩手機殼 手機套,590,https://tw.buy.yahoo.com/gdsale/O-one-軍功II防摔殼-升級版掛繩殼-Apple-iPhone-11-防摔可調式斜背掛繩手機殼-10848174.html,https://s.yimg.com/zp/MerchandiseImages/9DD6DA4C45-SP-15518984.jpg,0
69,2,yahoo,【O-ONE】軍功II防摔殼-磁石版 Apple iPhone 15 Plus 磁吸式手機殼 保護殼,590,https://tw.buy.yahoo.com/gdsale/O-one軍功II防摔殼-磁石版-Apple-iPhone-15-Plus-磁吸式手機殼-保護殼-10724492.html,https://s.yimg.com/zp/MerchandiseImages/64f76bc221-Gd-10724492.jpg,0
70,2,yahoo,【O-ONE】軍功II防摔殼-磁石版 Apple iPhone 15 磁吸式手機殼 保護殼,590,https://tw.buy.yahoo.com/gdsale/O-one軍功II防摔殼-磁石版-Apple-iPhone-15-磁吸式手機殼-保護殼-10724480.html,https://s.yimg.com/zp/MerchandiseImages/b3065097ef-Gd-10724480.jpg,0
71,2,yahoo,【O-ONE】軍功II防摔殼-掛繩殼 Apple iPhone 7/8/SE2 2020/SE3 2022共用版 防摔可調式斜背掛繩手機殼 手機套,490,https://tw.buy.yahoo.com/gdsale/O-one-Apple-iPhone-7-8-SE-2020共用版-可調式掛繩手機殼-斜背式手機殼-9542094.html,https://s.yimg.com/zp/MerchandiseImages/4a826a8eae-Gd-9542094.jpg,0
72,2,yahoo,【O-ONE】 APPLE iPhone 16e 軍功防摔手機殼 新型結構專利M565508 通過美國軍規防摔認證標準MID810G,290,https://tw.buy.yahoo.com/gdsale/O-one-APPLE-iPhone-16e-手機殼-11516510.html,https://s.yimg.com/zp/MerchandiseImages/39B6534B7A-SP-19247987.jpg,0
73,2,yahoo,TRON 三星 A55 聖母水彩 四角防摔載具殼 軟殼 手機殼,620,https://tw.buy.yahoo.com/gdsale/TRON-三星-A55-聖母水彩-四角防摔載具殼-11289511.html,https://s.yimg.com/zp/MerchandiseImages/D4CC584F3B-SP-17930205.jpg,0
74,2,yahoo,TRON 三星 A51 聖母水彩 四角防摔載具殼 軟殼 手機殼,620,https://tw.buy.yahoo.com/gdsale/TRON-三星-A51-聖母水彩-四角防摔載具殼--11294320.html,https://s.yimg.com/zp/MerchandiseImages/8A945B6DB9-SP-17926942.jpg,0
75,2,yahoo,TRON 三星 A51 聖母水彩 四角防摔載具殼 軟殼 手機殼,620,https://tw.buy.yahoo.com/gdsale/TRON-三星-A51-聖母水彩-四角防摔載具殼--11293926.html,https://s.yimg.com/zp/MerchandiseImages/8A945B6DB9-SP-17920177.jpg,0
